[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 134, 138), (0, 134, 138), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 131, 135), (10, 138, 142), (7, 137, 141), (0, 131, 135), (0, 134, 138), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 129, 133), (7, 137, 141), (0, 131, 135), (0, 131, 135), (7, 137, 141), (0, 134, 138), (0, 131, 135), (0, 132, 136), (0, 0, 0), (0, 131, 135), (7, 137, 141), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 129, 133), (0, 132, 136), (10, 138, 142), (13, 139, 143), (7, 137, 141), (0, 131, 135), (7, 137, 141), (0, 129, 133), (0, 131, 135), (0, 129, 133), (0, 131, 135), (0, 132, 136), (0, 134, 138), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 145, 148), (0, 131, 135), (5, 152, 154), (0, 131, 135), (10, 138, 142), (0, 134, 138), (19, 141, 145), (7, 137, 141), (0, 129, 133), (0, 132, 136), (0, 129, 133), (0, 129, 133), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 134, 138), (0, 132, 136), (0, 131, 135), (0, 134, 138), (0, 148, 151), (0, 145, 148), (0, 134, 138), (19, 141, 145), (7, 137, 141), (0, 132, 136), (0, 129, 133), (0, 129, 133), (0, 0, 0)]
[(0, 0, 0), (0, 131, 135), (0, 134, 138), (7, 137, 141), (0, 143, 146), (13, 139, 143), (16, 140, 144), (0, 134, 138), (0, 155, 163), (0, 134, 138), (0, 129, 133), (0, 129, 133), (19, 141, 145), (19, 141, 145), (0, 131, 135), (0, 0, 0)]
[(0, 0, 0), (0, 143, 146), (0, 131, 135), (0, 134, 138), (0, 134, 138), (0, 134, 138), (0, 132, 136), (16, 140, 144), (0, 134, 138), (0, 134, 138), (10, 138, 142), (0, 132, 136), (0, 132, 136), (5, 152, 154), (0, 143, 146), (13, 139, 143)]
[(0, 0, 0), (16, 140, 144), (0, 131, 135), (16, 140, 144), (0, 145, 148), (16, 140, 144), (0, 132, 136), (0, 158, 166), (10, 176, 183), (13, 139, 143), (7, 137, 141), (0, 166, 172), (0, 158, 166), (9, 153, 155), (0, 168, 175), (0, 143, 146)]
[(5, 152, 154), (9, 153, 155), (0, 132, 136), (0, 131, 135), (7, 137, 141), (0, 189, 195), (101, 246, 251), (71, 236, 240), (101, 246, 251), (0, 189, 195), (0, 150, 152), (0, 143, 146), (0, 158, 166), (7, 192, 197), (0, 199, 203), (19, 141, 145)]
[(0, 131, 135), (0, 134, 138), (28, 197, 202), (78, 241, 244), (46, 220, 224), (39, 233, 235), (150, 252, 255), (253, 255, 252), (253, 255, 252), (253, 255, 252), (0, 169, 176), (5, 152, 154), (7, 137, 141), (0, 182, 187), (0, 182, 187), (16, 140, 144)]
[(7, 160, 168), (19, 141, 145), (0, 183, 188), (0, 203, 207), (7, 224, 226), (253, 255, 252), (253, 255, 252), (253, 255, 252), (253, 255, 252), (7, 224, 226), (0, 169, 176), (0, 158, 166), (0, 158, 166), (73, 237, 241), (0, 183, 188), (0, 134, 138)]
[(7, 137, 141), (0, 158, 166), (0, 203, 207), (0, 166, 172), (7, 192, 197), (7, 224, 226), (66, 233, 237), (39, 233, 235), (3, 232, 240), (0, 168, 175), (0, 145, 148), (0, 183, 188), (253, 255, 252), (253, 255, 252), (0, 185, 190), (0, 150, 152)]
[(0, 148, 151), (0, 183, 188), (253, 255, 252), (253, 255, 252), (3, 232, 240), (73, 237, 241), (20, 210, 214), (250, 255, 255), (0, 203, 207), (253, 255, 252), (78, 241, 244), (17, 194, 199), (160, 252, 255), (253, 255, 252), (70, 235, 239), (0, 169, 176)]
[(253, 255, 252), (253, 255, 252), (253, 255, 252), (253, 255, 252), (22, 235, 244), (184, 253, 255), (70, 235, 239), (253, 255, 252), (7, 224, 226), (22, 235, 244), (253, 255, 252), (253, 255, 252), (253, 255, 252), (138, 251, 253), (253, 255, 252), (7, 192, 197)]
