[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 134, 138), (0, 134, 138), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 131, 135), (10, 138, 142), (7, 137, 141), (0, 131, 135), (0, 134, 138), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 129, 133), (7, 137, 141), (0, 131, 135), (0, 131, 135), (7, 137, 141), (0, 134, 138), (0, 131, 135), (0, 132, 136), (0, 0, 0), (0, 131, 135), (7, 137, 141), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 129, 133), (0, 132, 136), (10, 138, 142), (13, 139, 143), (7, 137, 141), (0, 131, 135), (7, 137, 141), (0, 129, 133), (0, 131, 135), (0, 129, 133), (0, 131, 135), (0, 132, 136), (0, 134, 138), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 145, 148), (0, 131, 135), (0, 132, 136), (9, 153, 155), (5, 175, 182), (0, 166, 172), (0, 145, 148), (0, 131, 135), (0, 129, 133), (0, 132, 136), (0, 129, 133), (0, 129, 133), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 131, 135), (0, 145, 148), (0, 169, 176), (28, 197, 202), (0, 200, 204), (21, 195, 200), (9, 153, 155), (19, 141, 145), (7, 137, 141), (0, 132, 136), (0, 131, 135), (0, 129, 133), (0, 0, 0)]
[(0, 0, 0), (0, 131, 135), (0, 134, 138), (19, 141, 145), (0, 143, 146), (0, 166, 172), (0, 183, 188), (0, 185, 190), (0, 169, 176), (13, 139, 143), (0, 131, 135), (0, 132, 136), (0, 145, 148), (0, 148, 151), (0, 134, 138), (0, 0, 0)]
[(0, 0, 0), (0, 143, 146), (0, 163, 170), (0, 182, 187), (0, 158, 166), (22, 157, 159), (7, 160, 168), (0, 169, 176), (22, 157, 159), (22, 157, 159), (19, 141, 145), (13, 139, 143), (0, 166, 172), (10, 176, 183), (0, 131, 135), (13, 139, 143)]
[(0, 0, 0), (0, 200, 204), (39, 233, 235), (33, 215, 219), (0, 182, 187), (0, 166, 172), (0, 166, 172), (5, 175, 182), (0, 166, 172), (0, 169, 176), (4, 207, 211), (0, 200, 204), (13, 193, 198), (0, 182, 187), (5, 152, 154), (0, 143, 146)]
[(0, 134, 138), (0, 200, 204), (43, 219, 223), (100, 245, 250), (253, 255, 252), (149, 251, 254), (70, 235, 239), (0, 199, 203), (0, 155, 163), (0, 158, 166), (0, 182, 187), (0, 200, 204), (27, 213, 217), (0, 200, 204), (0, 166, 172), (19, 141, 145)]
[(0, 150, 152), (0, 227, 236), (39, 217, 221), (118, 248, 255), (222, 253, 255), (253, 255, 252), (253, 255, 252), (253, 255, 252), (0, 200, 204), (5, 152, 154), (20, 210, 214), (253, 255, 252), (118, 248, 255), (0, 200, 204), (0, 169, 176), (0, 131, 135)]
[(0, 174, 181), (0, 200, 204), (0, 200, 204), (20, 210, 214), (104, 249, 254), (253, 255, 252), (253, 255, 252), (253, 255, 252), (253, 255, 252), (10, 208, 212), (33, 215, 219), (82, 244, 248), (78, 241, 244), (3, 232, 240), (7, 192, 197), (5, 152, 154)]
[(0, 200, 204), (253, 255, 252), (253, 255, 252), (20, 210, 214), (78, 241, 244), (100, 245, 250), (193, 253, 255), (253, 255, 252), (253, 255, 252), (184, 253, 255), (0, 183, 188), (0, 169, 176), (0, 189, 195), (3, 232, 240), (0, 187, 193), (0, 185, 190)]
[(22, 157, 159), (193, 253, 255), (234, 255, 254), (253, 255, 252), (73, 237, 241), (66, 233, 237), (78, 241, 244), (33, 215, 219), (24, 196, 201), (0, 169, 176), (9, 153, 155), (22, 157, 159), (104, 249, 254), (150, 252, 255), (253, 255, 252), (0, 132, 136)]
[(253, 255, 252), (253, 255, 252), (253, 255, 252), (253, 255, 252), (253, 255, 252), (253, 255, 252), (118, 248, 255), (0, 179, 184), (21, 195, 200), (46, 220, 224), (253, 255, 252), (253, 255, 252), (253, 255, 252), (118, 248, 255), (103, 247, 252), (253, 255, 252)]
