[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (179, 68, 0), (179, 68, 0), (179, 68, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (182, 64, 0), (183, 71, 0), (183, 71, 0), (182, 64, 0), (183, 71, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (182, 64, 0), (183, 71, 0), (184, 72, 0), (182, 64, 0), (183, 71, 0), (179, 68, 0), (182, 64, 0), (179, 68, 0), (0, 0, 0), (182, 64, 0), (183, 71, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (179, 68, 0), (183, 71, 0), (179, 68, 0), (184, 72, 0), (183, 71, 0), (179, 68, 0), (183, 71, 0), (184, 72, 0), (182, 64, 0), (182, 64, 0), (182, 64, 0), (179, 68, 0), (179, 68, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (183, 71, 0), (189, 83, 0), (189, 83, 0), (189, 83, 0), (189, 83, 0), (189, 83, 0), (194, 92, 3), (192, 85, 0), (183, 71, 0), (182, 64, 0), (179, 68, 0), (184, 72, 0), (182, 64, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (182, 64, 0), (179, 68, 0), (183, 71, 0), (179, 68, 0), (183, 71, 0), (189, 83, 0), (189, 88, 0), (194, 92, 3), (189, 83, 0), (179, 68, 0), (179, 68, 0), (183, 71, 0), (182, 64, 0), (0, 0, 0)]
[(0, 0, 0), (182, 64, 0), (180, 69, 0), (183, 71, 0), (188, 75, 4), (183, 71, 0), (184, 72, 0), (179, 68, 0), (189, 88, 0), (196, 99, 0), (194, 92, 3), (183, 71, 0), (179, 68, 0), (193, 91, 2), (184, 72, 0), (0, 0, 0)]
[(0, 0, 0), (188, 75, 4), (182, 64, 0), (179, 68, 0), (183, 71, 0), (179, 68, 0), (179, 68, 0), (184, 72, 0), (182, 64, 0), (189, 83, 0), (189, 88, 0), (189, 83, 0), (198, 95, 0), (201, 103, 0), (193, 91, 2), (184, 72, 0)]
[(0, 0, 0), (184, 72, 0), (179, 68, 0), (184, 72, 0), (188, 82, 0), (184, 72, 0), (183, 71, 0), (188, 82, 0), (183, 71, 0), (189, 88, 0), (213, 129, 0), (201, 103, 0), (194, 92, 3), (194, 92, 3), (193, 91, 2), (188, 75, 4)]
[(193, 86, 0), (192, 85, 0), (184, 72, 0), (182, 64, 0), (182, 64, 0), (179, 68, 0), (192, 85, 0), (183, 71, 0), (184, 72, 0), (192, 85, 0), (189, 88, 0), (192, 85, 0), (183, 71, 0), (184, 72, 0), (184, 72, 0), (184, 72, 0)]
[(182, 64, 0), (183, 71, 0), (189, 83, 0), (183, 71, 0), (183, 71, 0), (182, 64, 0), (189, 88, 0), (189, 83, 0), (192, 85, 0), (182, 64, 0), (194, 92, 3), (201, 103, 0), (201, 103, 0), (189, 88, 0), (192, 85, 0), (184, 72, 0)]
[(194, 92, 3), (182, 64, 0), (183, 71, 0), (184, 72, 0), (189, 83, 0), (184, 72, 0), (201, 103, 0), (224, 166, 23), (249, 234, 169), (201, 109, 3), (198, 95, 0), (228, 175, 33), (216, 143, 10), (211, 133, 0), (243, 219, 117), (183, 71, 0)]
[(213, 134, 0), (184, 72, 0), (198, 101, 0), (189, 88, 0), (198, 101, 0), (239, 213, 105), (254, 255, 252), (254, 255, 252), (254, 255, 252), (228, 175, 33), (198, 107, 0), (198, 95, 0), (205, 112, 0), (234, 193, 59), (254, 255, 252), (184, 72, 0)]
[(184, 72, 0), (193, 91, 2), (251, 253, 250), (254, 255, 252), (254, 255, 252), (254, 255, 252), (254, 255, 252), (254, 255, 252), (254, 255, 252), (254, 255, 252), (211, 128, 12), (196, 99, 0), (184, 72, 0), (224, 166, 23), (228, 175, 33), (201, 103, 0)]
[(220, 146, 17), (198, 101, 0), (220, 146, 17), (225, 161, 18), (234, 193, 59), (254, 255, 252), (254, 255, 252), (254, 255, 252), (254, 255, 252), (232, 179, 37), (211, 128, 12), (182, 64, 0), (207, 119, 0), (254, 255, 252), (232, 179, 37), (211, 133, 0)]
