[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 134, 138), (0, 134, 138), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 131, 135), (10, 138, 142), (7, 137, 141), (0, 131, 135), (0, 134, 138), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 129, 133), (7, 137, 141), (0, 131, 135), (0, 131, 135), (7, 137, 141), (0, 131, 135), (0, 131, 135), (0, 132, 136), (0, 0, 0), (0, 131, 135), (7, 137, 141), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 129, 133), (0, 132, 136), (10, 138, 142), (13, 139, 143), (7, 137, 141), (0, 132, 136), (0, 145, 148), (16, 140, 144), (0, 131, 135), (0, 129, 133), (0, 131, 135), (0, 132, 136), (0, 134, 138), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 145, 148), (0, 131, 135), (5, 152, 154), (0, 131, 135), (10, 138, 142), (0, 145, 148), (0, 148, 151), (10, 138, 142), (0, 129, 133), (0, 132, 136), (13, 139, 143), (0, 129, 133), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 134, 138), (0, 134, 138), (0, 132, 136), (0, 131, 135), (0, 134, 138), (0, 148, 151), (0, 145, 148), (5, 152, 154), (0, 148, 151), (0, 131, 135), (0, 132, 136), (16, 140, 144), (0, 129, 133), (0, 0, 0)]
[(0, 0, 0), (0, 131, 135), (0, 134, 138), (7, 137, 141), (0, 143, 146), (13, 139, 143), (16, 140, 144), (0, 134, 138), (0, 155, 163), (16, 140, 144), (0, 143, 146), (16, 140, 144), (0, 150, 152), (22, 157, 159), (16, 140, 144), (0, 0, 0)]
[(0, 0, 0), (0, 143, 146), (0, 131, 135), (0, 134, 138), (0, 134, 138), (0, 134, 138), (0, 132, 136), (16, 140, 144), (0, 134, 138), (0, 143, 146), (10, 176, 183), (0, 158, 166), (5, 152, 154), (5, 152, 154), (0, 143, 146), (13, 139, 143)]
[(0, 0, 0), (16, 140, 144), (0, 131, 135), (16, 140, 144), (0, 145, 148), (16, 140, 144), (10, 138, 142), (0, 145, 148), (0, 131, 135), (16, 140, 144), (0, 145, 148), (0, 145, 148), (0, 131, 135), (0, 132, 136), (0, 132, 136), (0, 143, 146)]
[(5, 152, 154), (9, 153, 155), (0, 132, 136), (0, 131, 135), (0, 131, 135), (0, 132, 136), (16, 140, 144), (0, 132, 136), (16, 140, 144), (5, 152, 154), (0, 148, 151), (0, 158, 166), (22, 157, 159), (0, 143, 146), (10, 138, 142), (19, 141, 145)]
[(0, 131, 135), (0, 134, 138), (0, 145, 148), (0, 131, 135), (7, 137, 141), (0, 132, 136), (0, 158, 166), (0, 202, 206), (3, 232, 240), (0, 163, 170), (0, 155, 163), (16, 209, 213), (13, 193, 198), (0, 183, 188), (7, 224, 226), (16, 140, 144)]
[(7, 160, 168), (0, 131, 135), (0, 150, 152), (0, 143, 146), (0, 158, 166), (0, 231, 239), (253, 255, 252), (253, 255, 252), (253, 255, 252), (41, 218, 222), (0, 166, 172), (0, 158, 166), (5, 175, 182), (7, 224, 226), (101, 246, 251), (10, 138, 142)]
[(0, 200, 204), (0, 145, 148), (78, 241, 244), (253, 255, 252), (174, 253, 253), (185, 254, 255), (253, 255, 252), (253, 255, 252), (253, 255, 252), (253, 255, 252), (7, 192, 197), (0, 166, 172), (16, 140, 144), (20, 210, 214), (36, 216, 220), (0, 150, 152)]
[(0, 168, 175), (0, 163, 170), (0, 202, 206), (41, 218, 222), (78, 241, 244), (253, 255, 252), (253, 255, 252), (253, 255, 252), (253, 255, 252), (66, 233, 237), (7, 192, 197), (0, 166, 172), (0, 179, 184), (253, 255, 252), (41, 218, 222), (0, 169, 176)]
[(0, 179, 184), (18, 178, 185), (82, 244, 248), (0, 168, 175), (0, 202, 206), (3, 232, 240), (39, 233, 235), (3, 232, 240), (101, 246, 251), (0, 166, 172), (9, 153, 155), (16, 209, 213), (253, 255, 252), (253, 255, 252), (0, 202, 206), (0, 200, 204)]
