[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (182, 64, 0), (182, 64, 0), (0, 0, 0), (179, 68, 0), (182, 64, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (179, 68, 0), (183, 71, 0), (184, 72, 0), (183, 71, 0), (182, 64, 0), (183, 71, 0), (182, 64, 0), (182, 64, 0), (182, 64, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (182, 64, 0), (0, 0, 0), (182, 64, 0), (183, 71, 0), (183, 71, 0), (185, 73, 1), (182, 64, 0), (0, 0, 0), (0, 0, 0), (182, 64, 0), (182, 64, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (179, 68, 0), (182, 64, 0), (0, 0, 0), (0, 0, 0), (184, 79, 3), (182, 64, 0), (185, 73, 1), (183, 71, 0), (182, 64, 0), (182, 64, 0), (0, 0, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (179, 68, 0), (182, 64, 0), (182, 64, 0), (185, 73, 1), (185, 73, 1), (182, 64, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (184, 72, 0), (189, 88, 0), (182, 64, 0), (183, 71, 0), (188, 82, 0), (184, 79, 3), (184, 72, 0), (188, 82, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (196, 99, 0), (223, 159, 14), (222, 153, 5), (226, 162, 20), (199, 102, 0), (184, 72, 0), (183, 71, 0), (188, 82, 0), (201, 103, 0), (201, 103, 0), (0, 0, 0)]
[(0, 0, 0), (0, 0, 0), (199, 102, 0), (218, 150, 19), (213, 134, 0), (222, 153, 5), (237, 196, 71), (254, 255, 252), (252, 242, 195), (243, 210, 97), (194, 92, 3), (188, 75, 4), (182, 64, 0), (196, 99, 0), (194, 92, 3), (0, 0, 0)]
[(182, 64, 0), (182, 64, 0), (199, 102, 0), (209, 126, 7), (222, 153, 5), (249, 232, 161), (254, 255, 252), (254, 255, 252), (254, 255, 252), (220, 152, 23), (194, 92, 3), (192, 85, 0), (188, 82, 0), (218, 150, 19), (196, 99, 0), (0, 0, 0)]
[(0, 0, 0), (188, 82, 0), (205, 112, 0), (194, 92, 3), (203, 116, 0), (220, 152, 23), (226, 173, 30), (228, 175, 33), (222, 164, 19), (196, 99, 0), (184, 72, 0), (199, 102, 0), (249, 232, 161), (252, 242, 195), (201, 103, 0), (179, 68, 0)]
[(183, 71, 0), (199, 102, 0), (254, 255, 252), (254, 255, 252), (225, 161, 18), (225, 161, 18), (216, 138, 5), (242, 208, 88), (213, 134, 0), (248, 229, 152), (224, 166, 23), (207, 119, 0), (237, 202, 75), (254, 255, 252), (223, 154, 8), (188, 82, 0)]
[(254, 255, 252), (254, 255, 252), (254, 255, 252), (254, 255, 252), (232, 179, 37), (237, 196, 71), (228, 169, 28), (251, 253, 250), (225, 161, 18), (228, 175, 33), (254, 255, 252), (254, 255, 252), (254, 255, 252), (241, 207, 87), (248, 229, 152), (194, 92, 3)]
[(228, 169, 28), (255, 248, 227), (235, 188, 56), (254, 255, 252), (254, 255, 252), (254, 255, 252), (254, 255, 252), (254, 255, 252), (196, 99, 0), (196, 99, 0), (216, 143, 10), (237, 204, 83), (254, 255, 252), (254, 255, 252), (238, 197, 72), (241, 215, 107)]
